image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000487843.jpg,What color is the sky?,What is the color of the sky in the provided image?,What is the color of the sky in the family_ichneumonidae image?,black,
COCO_val2014_000000540372.jpg,What is the animal doing?,"How absurd, what is the purpose of this image?",How melanocyte what is the purpose of this image?,standing,
COCO_val2014_000000109291.jpg,How many pillows are there?,Can we hypothesize the number of pillows present in the given image?,Can we hypothesize the number of pillows self-examining in the given image?,1,
COCO_val2014_000000411241.jpg,What kind of animal is shown?,What is the name of the animal shown in the picture?,What is the name of the armerican_cheddar shown in the picture?,squirrel,
COCO_val2014_000000494427.jpg,What time is it?,What is the current time?,What is the 20/20 time?,11:00,
COCO_val2014_000000279490.jpg,What type of food is this?,Can you explain how the ingredients in this dish are linked to the geography and climate of the region it comes from?,Can you explain how the ingredients in this dish are linked to the geography and climate of the region it comes dicksoniaceae,cake,
COCO_val2014_000000070067.jpg,Is it daytime?,Is this a serious question?,Is this a partitionist question?,yes,
COCO_val2014_000000359843.jpg,What is behind the hydrant?,What is there behind the red hydrant?,What is there behind the pebble hydrant?,grass,
COCO_val2014_000000191359.jpg,How many plates are there?,How many plates are there in the picture?,How wigged plates are there in the picture?,5,
COCO_val2014_000000275929.jpg,How many steps are there?,How many levels are there in the architectural design of the steps shown in the picture?,How moehringia levels are there in the nonviscid design of the steps shown in the picture?,50,
COCO_val2014_000000487685.jpg,How many people are shown?,How many people can you see in the picture?,How cine_projector people can you see in the picture?,4,
COCO_val2014_000000050965.jpg,Is it cloudy?,Could you tell me if it is currently cloudy?,Could you tell me if it is currently black-and-tan,yes,
COCO_val2014_000000202652.jpg,How many boats are in the water?,May I know the total number of boats in the water?,May I know the pyrophosphoric_acid number of boats in the water?,7,
COCO_val2014_000000477470.jpg,Is it daytime?,Is it daytime? Gotta take a wicked nap,Is it pasteurisation Gotta take a cary_grant nap,no it is not,
COCO_val2014_000000335887.jpg,What color is the front of the train?, What is the colour of the front part of the train?,What is the colour of the two-faced part of the train?,yellow,
COCO_val2014_000000455352.jpg,What time is it?,Could you be so kind as to tell me what the current time is?,Could you be so kind as to tell me what the self-respect time is?,11:55,
COCO_val2014_000000547293.jpg,What color is the plane?,What is the actual color of the plane?,What is the shetland_islands color of the plane?,white,
COCO_val2014_000000575018.jpg,How many people are shown?,How many people do you see in the picture?,How infant_school people do you see in the picture?,3,
COCO_val2014_000000115521.jpg,How many people are there?,Kindly tell me the exact number of people present in the image.,Kindly tell me the weenie_roast number of people conservative_judaism in the image.,2,
COCO_val2014_000000444631.jpg,What is the man carrying?,Could you please tell me what the man in the picture is carrying?,Could you please tell me what the man in the picture is inside_track,surfboard,
COCO_val2014_000000215456.jpg,What is this person holding?,What is the object held by the individual in the picture?,What is the vidalia held by the individual in the picture?,handlebars,
COCO_val2014_000000453310.jpg,How many trees are there?,Can you provide a more accurate estimate of the number of trees?,Can you provide a more bradstreet estimate of the number of trees?,3,
COCO_val2014_000000222424.jpg,What time of day was this picture taken?,I am unable to determine the time of day from the picture. It requires more context.,I am et_al. to determine the time of day from the picture. It requires t'ai_chi_chuan context.,day,
COCO_val2014_000000323715.jpg,Is it sunny?,Could you please tell us the current weather conditions?,Could you please tell us the painted_tortoise weather conditions?,yes,
COCO_val2014_000000525286.jpg,Is it daytime?,"Oi, is it daytime right now?","Oi, is it daytime brer_rabbit now?",yes,
COCO_val2014_000000514984.jpg,What kind of food is this?,What's this? What's in it? Is it spicy?,What's this? What's in it? Is it german_nazi,pizza,
COCO_val2014_000000367893.jpg,What kind of vehicle is this?,"What are the make, model and specifications of the car in the picture?",What are the owensboro model and specifications of the car in the picture?,truck,
COCO_val2014_000000291209.jpg,How many people are in the picture?,How many people can be discerned in the picture?,How stuporous people can be discerned in the picture?,1,
COCO_val2014_000000286544.jpg,What light is on?,"Yo, what’s on right now?","Yo, what’s on beguiler now?",stop light,
COCO_val2014_000000425151.jpg,How many doors in the room?,How many doors in the room?,How opportunistic doors in the room?,4,
COCO_val2014_000000019042.jpg,Is the water cold?,"Excuse me sir/ma'am, can you tell me if the water is cold or not?","Excuse me sir/ma'am, can you tell me if the water is chagrined or genus_sciurus",no,
COCO_val2014_000000392108.jpg,Is the water calm?,What's your take on the water in the picture? Calm or turbulent? ,What's your take on the water in the backup_file Calm or turbulent?,no,
COCO_val2014_000000140843.jpg,How many players have on blue?,How many players does the blue team have?,How pomatomus players does the blue team have?,2,
COCO_val2014_000000179273.jpg,Is this a balanced meal?,What criteria do you use to determine if a meal is balanced?,What criteria do you use to determine if a meal is louver,no,
COCO_val2014_000000472795.jpg,What kind of animal is this?,Which animal is this?,Which animal is racer,cow,
COCO_val2014_000000134119.jpg,How many giraffes are there?,Can you tell me how many giraffes are there in the image?,Can you tell me how jones giraffes are there in the image?,5,
COCO_val2014_000000034873.jpg,What room is this?,Do you know what this room is named?,Do you know what this room is genus_saturnia,kitchen,
COCO_val2014_000000446206.jpg,How many buses?,"Could you provide the count of buses present in the picture, please?","Could you provide the count of buses ravishing in the picture, please?",1,
COCO_val2014_000000367452.jpg,What time is it?,"What time is it, please?",What time is ardently please?,3:10 pm,
COCO_val2014_000000453724.jpg,Is there an American flag in this picture?,Is the American flag visible in this picture?,Is the arabian_gulf flag penal in this picture?,no,
COCO_val2014_000000434735.jpg,Is it cloudy?,Could you tell me if it is overcast outside?,Could you tell me if it is food_grain outside?,yes,
COCO_val2014_000000274411.jpg,What foot is in front of the other foot?,"When standing with one foot in front of the other, what is the proper foot placement?","When standing with one foot in front of the other, what is the grub_street foot placement?",left,
COCO_val2014_000000279388.jpg,Are there clouds in the sky?,"Hey, are those white things in the sky clouds?","Hey, are those horn things in the sky clouds?",no,
COCO_val2014_000000093985.jpg,What is the kid wearing?,"In your opinion, what clothing is the young one putting on?","In your opinion, what clothing is the father_of_the_church one putting on?",baseball glove,
COCO_val2014_000000145101.jpg,What room is this?,Where are we?,Where are balancer,living room,
COCO_val2014_000000317898.jpg,Which room is this?,"Yo, what room is this?","Yo, what room is bb",kitchen,
COCO_val2014_000000256660.jpg,What is the green vegetable?,What is the green vegetable called?,What is the igneous poecilogale called?,broccoli,
COCO_val2014_000000288762.jpg,Are there any bamboo sprouts on this dish?,"Do you know if there are any bamboo sprouts on this plate, please?","Do you know if there are any loaf_of_bread sprouts on this plate, please?",yes,
COCO_val2014_000000485027.jpg,What sport is this?,Is this a common game? Can you teach me how to play it?,Is this a sit_out game? Can you teach me how to play it?,tennis,
COCO_val2014_000000507750.jpg,Is the skier wearing a helmet?,Do you think the skier is cool or foolish for skiing without a helmet?,Do you think the skier is kiss or vitalisation for skiing without a helmet?,no,
COCO_val2014_000000184613.jpg,How many cows are there?,How many cows are present in this image?,How packrat cows are copenhagen in this image?,3,
COCO_val2014_000000430681.jpg,How many animals are there?,What is the exact count of animals shown in the image?,What is the humourist count of animals shown in the image?,2,
